choice,FSG_1,FSG_2,FSG_3,FSG_4,FSG_5,FSO_1,FSO_2,FSO_3,FSO_4,FSO_5,TT_1,TT_2,TT_3,TT_4,TT_5
4,2932,1548,1491,1028,3610,2181,12008,690,4333,5189,1412,0,888,0,648
4,2932,1548,1491,1028,1556,2181,12008,690,4333,434,1412,0,888,0,1816
1,1028,81,1491,1548,2932,4333,491,690,12008,2181,414,197,197,414,407
2,1028,1959,1548,1491,1556,4333,858,12008,690,434,0,796,0,265,618
5,1247,5190,163,54,4054,4727,59651,1310,1601,2456,388,0,388,388,0
1,2932,1028,1548,1491,6330,2181,4333,12008,690,11383,407,0,0,265,0
3,1645,6330,2925,1000,3400,7010,11383,4548,665,17619,594,0,0,594,819
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,819,0,594,594,0
3,1645,6330,2925,1000,3400,7010,11383,4548,665,17619,594,0,0,594,819
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,819,0,594,594,0
5,3400,6330,1645,1000,2925,17619,11383,7010,665,4548,1900,0,1200,1200,0
1,2925,6330,1645,1000,3400,4548,11383,7010,665,17619,0,0,1200,1200,1900
5,5190,799,0,4054,661,59651,937,45,2456,1250,2000,0,0,2000,0
3,0,799,661,4054,5190,45,937,1250,2456,59651,0,0,0,2000,2000
1,1223,799,0,661,4054,42422,937,45,1250,2456,1232,0,0,0,696
2,799,661,0,4054,5190,937,1250,45,2456,59651,0,0,0,2000,2000
2,560,869,1689,3375,96,2100,214,6187,17328,1841,0,0,0,1300,2216
4,2322,1220,903,7024,1689,867,18568,735,12895,6187,702,526,562,752,0
5,1192,903,1309,2322,1220,2578,735,2066,867,18568,742,562,708,702,526
5,1792,678,254,360,1563,2677,1653,3056,100,1184,556,0,0,556,0
3,1309,2322,1220,7024,36,2066,867,18568,12895,276,2012,0,812,2200,2036
1,824,155,1148,442,1265,319,529,1063,457,315,0,0,924,924,924
3,0,109,1563,678,254,1080,555,1184,1653,3056,0,0,1208,1208,1208
1,1424,4054,5190,163,678,1132,2456,59651,1310,1653,2460,0,0,1264,1208
4,163,4054,5190,1223,54,1310,2456,59651,42422,1601,1264,0,0,1700,1264
4,1324,1192,2201,4406,4054,2309,2578,30672,10446,2456,3400,1400,1400,1200,0
3,1614,113,415,1314,4406,1645,0,206,6220,10446,0,0,0,1140,1200
1,898,113,1614,1314,1645,56296,0,1645,6220,590,1560,0,0,1140,1124
1,4054,895,3830,619,620,2456,0,7566,1542,1827,2412,0,0,480,480
1,4054,895,3830,619,620,2456,0,7566,1542,1827,2412,0,0,480,480
1,3289,86,2477,527,3375,9748,103,10492,106,17328,1416,567,683,683,424
5,2287,86,2477,527,1239,1420,103,10492,106,12395,755,567,683,683,683
3,1188,1463,1190,842,86,3200,2508,1597,956,103,1008,408,0,1044,1500
3,2274,108,1813,646,1463,8347,590,2566,194,2508,1400,0,0,1400,408
1,1000,1645,2925,6330,646,665,7010,4548,11383,194,0,0,594,594,600
3,1645,1000,2925,6330,483,7010,665,4548,11383,884,0,0,594,594,935
1,720,449,77,379,1000,107,349,195,225,665,0,568,1320,1320,0
2,591,507,322,2001,449,423,0,1712,4634,349,0,0,510,510,221
3,1186,1331,1325,1090,322,4104,9861,30295,6583,1712,1084,1068,1260,1084,1708
3,262,1959,2121,1491,1331,5344,858,41669,690,9861,0,0,966,667,320
5,1556,262,294,1491,1959,434,5344,1043,690,858,750,0,622,667,0
3,2469,106,7024,2705,20452,17977,327,12895,89841,83361,301,202,202,362,362
1,2705,1309,7024,772,2322,89841,2066,12895,1424,867,2228,0,836,1008,2012
1,1792,456,702,360,1309,2677,0,792,100,2066,586,586,702,586,0
5,388,456,1792,360,2932,252,0,2677,100,2181,702,586,586,586,887
4,3400,27,1668,2701,4409,17619,120,10866,4208,19541,1400,0,0,0,1400
2,1938,508,382,974,2701,5322,4824,1172,572,4208,0,0,2200,1800,0
2,403,3708,1622,2473,347,40,6001,7598,1131,431,0,1012,0,2496,2300
3,1622,403,4160,3708,2473,7598,40,19515,6001,1131,0,0,687,350,646
5,2473,3708,1622,347,403,1131,6001,7598,431,40,857,0,350,813,350
3,2449,2199,2677,1506,36,6044,9420,9375,632,276,1700,0,0,884,0
4,1506,2199,2449,2677,36,632,9420,6044,9375,276,884,0,1700,0,1308
3,552,2199,2677,36,1506,3932,9420,9375,276,632,496,300,300,354,311
4,36,2199,552,2677,1506,276,9420,3932,9375,632,354,300,496,300,388
3,2677,36,1506,2199,322,9375,276,632,9420,1712,1256,1056,748,1256,1976
4,36,2199,552,2677,322,276,9420,3932,9375,1712,354,300,496,300,584
1,2677,2199,552,36,1506,9375,9420,3932,276,632,300,300,496,354,388
2,2199,2677,2449,1506,36,9420,9375,6044,632,276,0,0,1700,884,1064
5,2449,2677,2199,36,1506,6044,9375,9420,276,632,625,254,254,616,477
5,36,2199,2449,1506,2677,276,9420,6044,632,9375,1736,0,1700,884,0
5,2677,799,0,661,1223,9375,937,45,1250,42422,0,0,0,0,1232
3,0,799,661,4054,5190,45,937,1250,2456,59651,0,0,0,2000,2000
1,661,799,0,4054,5190,1250,937,45,2456,59651,0,0,0,2000,2000
5,5190,799,0,4054,661,59651,937,45,2456,1250,2000,0,0,2000,0
3,1188,842,67,2705,20452,3200,956,2329,89841,83361,143,0,0,234,234
1,67,842,1188,2705,20452,2329,956,3200,89841,83361,0,0,476,784,784
3,7024,106,2469,2705,842,12895,327,17977,89841,956,672,672,1004,1208,0
4,2469,106,7024,2705,20452,17977,327,12895,89841,83361,1004,672,672,1208,1208
4,2705,598,2469,7024,20452,89841,429,17977,12895,83361,349,0,324,398,362
5,20452,598,2469,2705,7024,83361,429,17977,89841,12895,349,0,324,349,398
2,598,2469,401,2705,20452,429,17977,4547,89841,83361,0,1080,1164,1164,1164
3,401,598,2469,2705,20452,4547,429,17977,89841,83361,1164,0,1080,1164,1164
3,2705,401,2469,20452,842,89841,4547,17977,83361,956,556,556,0,556,1308
4,20452,401,2705,2469,842,83361,4547,89841,17977,956,556,556,556,0,820
4,2477,1504,671,527,1239,10492,198,1492,106,12395,731,0,507,731,731
1,1239,527,2477,86,671,12395,106,10492,103,1492,0,0,0,2500,3000
2,1504,1911,671,527,86,198,686,1492,106,103,0,964,507,731,567
2,1504,1239,671,527,2477,198,12395,1492,106,10492,0,1828,1600,1828,1828
5,2473,403,1622,347,3708,1131,40,7598,431,6001,2496,740,740,2100,552
2,403,3708,1622,347,2473,40,6001,7598,431,1131,740,552,740,2100,3068
4,347,403,1622,3708,2473,431,40,7598,6001,1131,2300,1012,1012,0,3068
4,347,403,1622,3708,629,431,40,7598,6001,779,2300,1012,1012,0,2996
4,4054,799,0,661,5190,2456,937,45,1250,59651,2000,0,0,0,2000
4,661,799,0,3708,4054,1250,937,45,6001,2456,0,0,0,1345,696
4,661,799,0,4054,5190,1250,937,45,2456,59651,0,0,0,696,696
5,5190,799,0,661,4409,59651,937,45,1250,19541,696,0,0,0,1013
2,799,661,0,4054,5190,937,1250,45,2456,59651,0,0,0,2000,2000
4,1000,6330,1645,2925,3400,665,11383,7010,4548,17619,594,0,594,0,819
3,1645,6330,2925,1000,3400,7010,11383,4548,665,17619,594,0,0,594,819
1,4054,5190,163,54,6330,2456,59651,1310,1601,11383,0,0,388,388,0
5,1247,5190,163,54,4054,4727,59651,1310,1601,2456,388,0,388,388,0
5,1247,5190,163,54,4054,4727,59651,1310,1601,2456,388,0,388,388,0
5,5190,324,2304,666,2705,59651,6322,8249,1355,89841,0,0,0,660,2225
3,2477,527,1239,86,84,10492,106,12395,103,809,0,0,0,2500,1000
1,959,60,309,1991,527,5877,26,2546,10068,106,0,0,0,0,0
3,309,60,1325,959,1991,2546,26,30295,5877,10068,0,0,1273,0,0
5,3961,90,709,84,148,6340,22,269,809,2754,0,0,0,0,0
1,4358,91,889,1199,84,16200,401,480,13735,809,169,169,560,560,0
5,1381,91,889,1199,4358,1629,401,480,13735,16200,743,169,560,560,169
1,889,1199,4358,267,2939,480,13735,16200,3670,2361,0,0,1424,2544,2544
4,267,1199,4358,889,2939,3670,13735,16200,480,2361,2544,0,1424,0,2544
2,1345,803,58,231,2063,6319,1587,189,2347,3878,0,0,1668,2876,2876
4,2473,403,1622,3708,1345,1131,40,7598,6001,6319,2496,0,0,1012,0
3,148,90,709,84,3961,2754,22,269,809,6340,0,0,0,0,0
2,610,262,436,368,84,47,930,885,3797,809,0,0,0,700,0
